Season,RANK,NAME,TEAM,POS,SALARY,YEARS,TOTAL VALUE
2002 - 2003,172,Philippe Boucher,DAL,D,"$2,200,000 ",1 (2002),"$2,200,000 "
2002 - 2003,172,Richard Matvichuk,DAL,D,"$2,200,000 ",1 (2002),"$2,200,000 "
2002 - 2003,172,Scott Mellanby,STL,RW,"$2,200,000 ",1 (2002),"$2,200,000 "
2002 - 2003,172,Sergei Berezin,WSH,LW,"$2,200,000 ",1 (2002),"$2,200,000 "
2002 - 2003,172,Sergei Samsonov,BOS,LW,"$2,200,000 ",1 (2002),"$2,200,000 "
2002 - 2003,179,Brendan Morrison,VAN,C,"$2,150,000 ",1 (2002),"$2,150,000 "
2002 - 2003,179,Stephane Quintal,MTL,D,"$2,150,000 ",1 (2002),"$2,150,000 "
2002 - 2003,181,Randy McKay,MTL,RW,"$2,125,000 ",1 (2002),"$2,125,000 "
2002 - 2003,182,Cory Stillman,STL,LW,"$2,100,000 ",1 (2002),"$2,100,000 "
2002 - 2003,182,Geoff Sanderson,CBJ,LW,"$2,100,000 ",1 (2002),"$2,100,000 "
2002 - 2003,182,Rob Niedermayer,ANA,C,"$2,100,000 ",1 (2002),"$2,100,000 "
2002 - 2003,182,Simon Gagne,PHI,LW,"$2,100,000 ",1 (2002),"$2,100,000 "
2002 - 2003,182,Viktor Kozlov,FLA,C,"$2,100,000 ",1 (2002),"$2,100,000 "
2002 - 2003,187,Jamie Langenbrunner,NJD,RW,"$2,084,911 ",1 (2002),"$2,084,911 "
2002 - 2003,188,Marian Hossa,OTT,RW,"$2,050,000 ",1 (2002),"$2,050,000 "
2002 - 2003,188,Mark Parrish,NYI,RW,"$2,050,000 ",1 (2002),"$2,050,000 "
2002 - 2003,190,Joe Juneau,MTL,C,"$2,025,000 ",1 (2002),"$2,025,000 "
2002 - 2003,190,Mike Rathje,SJS,D,"$2,025,000 ",1 (2002),"$2,025,000 "
2002 - 2003,192,Brian Boucher,ARI,G,"$2,000,000 ",1 (2002),"$2,000,000 "
2002 - 2003,192,Chris Gratton,BUF,C,"$2,000,000 ",1 (2002),"$2,000,000 "
2002 - 2003,192,Craig Conroy,CGY,C,"$2,000,000 ",1 (2002),"$2,000,000 "
2002 - 2003,192,Curtis Leschyshyn,OTT,D,"$2,000,000 ",1 (2002),"$2,000,000 "
2002 - 2003,192,Igor Ulanov,FLA,D,"$2,000,000 ",1 (2002),"$2,000,000 "
2002 - 2003,192,Jason York,NSH,D,"$2,000,000 ",1 (2002),"$2,000,000 "
2002 - 2003,192,Ken Daneyko,NJD,D,"$2,000,000 ",1 (2002),"$2,000,000 "
2002 - 2003,192,Mikael Renberg,TOR,RW,"$2,000,000 ",1 (2002),"$2,000,000 "
2002 - 2003,192,Rob Zamuner,BOS,LW,"$2,000,000 ",1 (2002),"$2,000,000 "
2002 - 2003,192,Scott Lachance,CBJ,D,"$2,000,000 ",1 (2002),"$2,000,000 "
2002 - 2003,192,Sergei Fedorov,DET,C,"$2,000,000 ",1 (2002),"$2,000,000 "
2002 - 2003,192,Vincent Lecavalier,TBL,C,"$2,000,000 ",1 (2002),"$2,000,000 "
2002 - 2003,204,Darren McCarty,DET,RW,"$1,950,000 ",1 (2002),"$1,950,000 "
2002 - 2003,205,Martin Biron,BUF,G,"$1,900,000 ",1 (2002),"$1,900,000 "
2002 - 2003,205,Tie Domi,TOR,RW,"$1,900,000 ",1 (2002),"$1,900,000 "
2002 - 2003,207,Cliff Ronning,MIN,C,"$1,850,000 ",1 (2002),"$1,850,000 "
2002 - 2003,207,Patrick Lalime,OTT,G,"$1,850,000 ",1 (2002),"$1,850,000 "
2002 - 2003,207,Scott Walker,NSH,RW,"$1,850,000 ",1 (2002),"$1,850,000 "
2002 - 2003,210,Brad Isbister,EDM,LW,"$1,800,000 ",1 (2002),"$1,800,000 "
2002 - 2003,210,Don Sweeney,BOS,D,"$1,800,000 ",1 (2002),"$1,800,000 "
2002 - 2003,210,Michael Nylander,WSH,C,"$1,800,000 ",1 (2002),"$1,800,000 "
2002 - 2003,210,Mike Sillinger,CBJ,C,"$1,800,000 ",1 (2002),"$1,800,000 "
2002 - 2003,210,Niklas Sundstrom,MTL,RW,"$1,800,000 ",1 (2002),"$1,800,000 "
2002 - 2003,210,Patrick Marleau,SJS,C,"$1,800,000 ",1 (2002),"$1,800,000 "
2002 - 2003,210,Tom Poti,NYR,D,"$1,800,000 ",1 (2002),"$1,800,000 "
2002 - 2003,217,Marty McInnis,BOS,RW,"$1,750,000 ",1 (2002),"$1,750,000 "
2002 - 2003,217,Tomas Kaberle,TOR,D,"$1,750,000 ",1 (2002),"$1,750,000 "
2002 - 2003,217,Zdeno Chara,OTT,D,"$1,750,000 ",1 (2002),"$1,750,000 "
2002 - 2003,220,Aaron Miller,LAK,D,"$1,700,000 ",1 (2002),"$1,700,000 "
2002 - 2003,220,Fredrik Modin,TBL,LW,"$1,700,000 ",1 (2002),"$1,700,000 "
2002 - 2003,220,Igor Korolev,CHI,C,"$1,700,000 ",1 (2002),"$1,700,000 "
2002 - 2003,220,Martin Rucinsky,STL,LW,"$1,700,000 ",1 (2002),"$1,700,000 "
2002 - 2003,220,Richard Zednik,MTL,RW,"$1,700,000 ",1 (2002),"$1,700,000 "
2002 - 2003,225,Brendan Witt,WSH,D,"$1,650,000 ",1 (2002),"$1,650,000 "
2002 - 2003,225,Jan Hlavac,CAR,LW,"$1,650,000 ",1 (2002),"$1,650,000 "
2002 - 2003,225,Magnus Arvedson,OTT,LW,"$1,650,000 ",1 (2002),"$1,650,000 "
2002 - 2003,225,Rhett Warrener,BUF,D,"$1,650,000 ",1 (2002),"$1,650,000 "
2002 - 2003,229,Jaroslav Spacek,CBJ,D,"$1,600,000 ",1 (2002),"$1,600,000 "
2002 - 2003,229,Manny Fernandez,MIN,G,"$1,600,000 ",1 (2002),"$1,600,000 "
2002 - 2003,229,Murray Baron,VAN,D,"$1,600,000 ",1 (2002),"$1,600,000 "
2002 - 2003,229,Roberto Luongo,FLA,G,"$1,600,000 ",1 (2002),"$1,600,000 "
2002 - 2003,229,Ruslan Salei,ANA,D,"$1,600,000 ",1 (2002),"$1,600,000 "
2002 - 2003,229,Tim Taylor,TBL,C,"$1,600,000 ",1 (2002),"$1,600,000 "
2002 - 2003,235,Jamie Storr,LAK,G,"$1,595,000 ",1 (2002),"$1,595,000 "
2002 - 2003,236,Matthew Barnaby,NYR,RW,"$1,575,000 ",1 (2002),"$1,575,000 "
2002 - 2003,236,Radek Dvorak,EDM,RW,"$1,575,000 ",1 (2002),"$1,575,000 "
2002 - 2003,238,Ken Klee,WSH,D,"$1,550,000 ",1 (2002),"$1,550,000 "
2002 - 2003,238,Mike Johnson,ARI,RW,"$1,550,000 ",1 (2002),"$1,550,000 "
2002 - 2003,238,Steve Konowalchuk,WSH,LW,"$1,550,000 ",1 (2002),"$1,550,000 "
2002 - 2003,238,Vinny Prospal,TBL,C,"$1,550,000 ",1 (2002),"$1,550,000 "
2002 - 2003,242,Jonas Hoglund,TOR,LW,"$1,540,000 ",1 (2002),"$1,540,000 "
2002 - 2003,242,Todd Marchant,EDM,C,"$1,540,000 ",1 (2002),"$1,540,000 "
2002 - 2003,244,Curtis Brown,BUF,LW,"$1,533,333 ",1 (2002),"$1,533,333 "
2002 - 2003,244,Jay McKee,BUF,D,"$1,533,333 ",1 (2002),"$1,533,333 "
2002 - 2003,246,Kevin Weekes,CAR,G,"$1,507,500 ",1 (2002),"$1,507,500 "
2002 - 2003,247,Aaron Ward,CAR,D,"$1,500,000 ",1 (2002),"$1,500,000 "
2002 - 2003,247,Andrei Nikolishin,CHI,C,"$1,500,000 ",1 (2002),"$1,500,000 "
2002 - 2003,247,Craig Rivet,MTL,D,"$1,500,000 ",1 (2002),"$1,500,000 "
2002 - 2003,247,Darcy Tucker,TOR,LW,"$1,500,000 ",1 (2002),"$1,500,000 "
2002 - 2003,247,Donald Brashear,PHI,LW,"$1,500,000 ",1 (2002),"$1,500,000 "
2002 - 2003,247,Eric Brewer,EDM,D,"$1,500,000 ",1 (2002),"$1,500,000 "
2002 - 2003,247,Greg Johnson,NSH,C,"$1,500,000 ",1 (2002),"$1,500,000 "
2002 - 2003,247,Igor Larionov,DET,C,"$1,500,000 ",1 (2002),"$1,500,000 "
2002 - 2003,247,John Madden,NJD,C,"$1,500,000 ",1 (2002),"$1,500,000 "
2002 - 2003,247,Karl Dykhuis,MTL,D,"$1,500,000 ",1 (2002),"$1,500,000 "
2002 - 2003,247,Martin Gelinas,CGY,LW,"$1,500,000 ",1 (2002),"$1,500,000 "
2002 - 2003,247,Matt Cullen,FLA,C,"$1,500,000 ",1 (2002),"$1,500,000 "
2002 - 2003,247,Mike Keane,COL,RW,"$1,500,000 ",1 (2002),"$1,500,000 "
2002 - 2003,247,Travis Green,TOR,C,"$1,500,000 ",1 (2002),"$1,500,000 "
2002 - 2003,247,Ulf Dahlen,DAL,RW,"$1,500,000 ",1 (2002),"$1,500,000 "
2002 - 2003,262,Mike Grier,WSH,RW,"$1,483,625 ",1 (2002),"$1,483,625 "
2002 - 2003,263,Jason Wiemer,NYI,C,"$1,475,000 ",1 (2002),"$1,475,000 "
2002 - 2003,264,Chris Phillips,OTT,D,"$1,450,000 ",1 (2002),"$1,450,000 "
2002 - 2003,264,Danny Markov,ARI,D,"$1,450,000 ",1 (2002),"$1,450,000 "
2002 - 2003,264,Drake Berehowsky,ARI,D,"$1,450,000 ",1 (2002),"$1,450,000 "
2002 - 2003,264,Ethan Moreau,EDM,LW,"$1,450,000 ",1 (2002),"$1,450,000 "
2002 - 2003,264,Jassen Cullimore,TBL,D,"$1,450,000 ",1 (2002),"$1,450,000 "
2002 - 2003,269,Michal Handzus,PHI,C,"$1,433,333 ",1 (2002),"$1,433,333 "
2002 - 2003,270,Scott Thornton,SJS,LW,"$1,425,000 ",1 (2002),"$1,425,000 "
2002 - 2003,271,Boyd Devereaux,DET,C,"$1,400,000 ",1 (2002),"$1,400,000 "
2002 - 2003,271,Dainius Zubrus,WSH,C,"$1,400,000 ",1 (2002),"$1,400,000 "
2002 - 2003,271,Dean McAmmond,CGY,LW,"$1,400,000 ",1 (2002),"$1,400,000 "
2002 - 2003,271,Grant Marshall,NJD,RW,"$1,400,000 ",1 (2002),"$1,400,000 "
2002 - 2003,271,Johan Hedberg,PIT,G,"$1,400,000 ",1 (2002),"$1,400,000 "
2002 - 2003,271,Kimmo Timonen,NSH,D,"$1,400,000 ",1 (2002),"$1,400,000 "
2002 - 2003,271,Todd Simpson,ARI,D,"$1,400,000 ",1 (2002),"$1,400,000 "
2002 - 2003,278,Greg de Vries,COL,D,"$1,375,000 ",1 (2002),"$1,375,000 "
2002 - 2003,279,Daniel Briere,BUF,C,"$1,350,000 ",1 (2002),"$1,350,000 "
2002 - 2003,279,Espen Knutsen,CBJ,C,"$1,350,000 ",1 (2002),"$1,350,000 "
2002 - 2003,279,Hal Gill,BOS,D,"$1,350,000 ",1 (2002),"$1,350,000 "
2002 - 2003,279,Shjon Podein,STL,LW,"$1,350,000 ",1 (2002),"$1,350,000 "
2002 - 2003,283,Dave Scatchard,NYI,C,"$1,300,000 ",1 (2002),"$1,300,000 "
2002 - 2003,283,Jeff Shantz,COL,C,"$1,300,000 ",1 (2002),"$1,300,000 "
2002 - 2003,283,Kyle McLaren,SJS,D,"$1,300,000 ",1 (2002),"$1,300,000 "
2002 - 2003,283,Marc Savard,WPG,C,"$1,300,000 ",1 (2002),"$1,300,000 "
2002 - 2003,283,Marco Sturm,SJS,LW,"$1,300,000 ",1 (2002),"$1,300,000 "
2002 - 2003,283,Sandy McCarthy,NYR,RW,"$1,300,000 ",1 (2002),"$1,300,000 "
2002 - 2003,283,Sergei Brylin,NJD,C,"$1,300,000 ",1 (2002),"$1,300,000 "
2002 - 2003,283,Todd Harvey,SJS,RW,"$1,300,000 ",1 (2002),"$1,300,000 "
2002 - 2003,283,Tomas Holmstrom,DET,LW,"$1,300,000 ",1 (2002),"$1,300,000 "
2002 - 2003,283,Vaclav Varada,OTT,RW,"$1,300,000 ",1 (2002),"$1,300,000 "
2002 - 2003,293,Kris Draper,DET,C,"$1,275,000 ",1 (2002),"$1,275,000 "
2002 - 2003,294,Mathieu Dandenault,DET,D,"$1,262,500 ",1 (2002),"$1,262,500 "
2002 - 2003,295,Bill Houlder,NSH,D,"$1,250,000 ",1 (2002),"$1,250,000 "
2002 - 2003,295,Brad Stuart,SJS,D,"$1,250,000 ",1 (2002),"$1,250,000 "
2002 - 2003,295,Byron Dafoe,WPG,G,"$1,250,000 ",1 (2002),"$1,250,000 "
2002 - 2003,295,Jan Hrdina,ARI,LW,"$1,250,000 ",1 (2002),"$1,250,000 "
2002 - 2003,295,Jason Woolley,DET,D,"$1,250,000 ",1 (2002),"$1,250,000 "
2002 - 2003,295,Kirk Maltby,DET,RW,"$1,250,000 ",1 (2002),"$1,250,000 "
2002 - 2003,295,Milan Hnilicka,WPG,G,"$1,250,000 ",1 (2002),"$1,250,000 "
2002 - 2003,302,Rem Murray,NSH,C,"$1,225,000 ",1 (2002),"$1,225,000 "
2002 - 2003,303,Cale Hulse,NSH,D,"$1,210,000 ",1 (2002),"$1,210,000 "
2002 - 2003,304,Aki Berg,TOR,D,"$1,200,000 ",1 (2002),"$1,200,000 "
2002 - 2003,304,Andreas Dackell,MTL,RW,"$1,200,000 ",1 (2002),"$1,200,000 "
2002 - 2003,304,Brad May,VAN,LW,"$1,200,000 ",1 (2002),"$1,200,000 "
2002 - 2003,304,Claude Lapointe,PHI,C,"$1,200,000 ",1 (2002),"$1,200,000 "
2002 - 2003,304,Garth Snow,NYI,G,"$1,200,000 ",1 (2002),"$1,200,000 "
2002 - 2003,304,Mike York,EDM,LW,"$1,200,000 ",1 (2002),"$1,200,000 "
2002 - 2003,304,Oleg Petrov,NSH,LW,"$1,200,000 ",1 (2002),"$1,200,000 "
2002 - 2003,304,Stan Neckar,TBL,D,"$1,200,000 ",1 (2002),"$1,200,000 "
2002 - 2003,304,Stephane Yelle,CGY,C,"$1,200,000 ",1 (2002),"$1,200,000 "
2002 - 2003,304,Steve Shields,BOS,G,"$1,200,000 ",1 (2002),"$1,200,000 "
2002 - 2003,314,Jay Bouwmeester,FLA,D,"$1,185,000 ",1 (2002),"$1,185,000 "
2002 - 2003,314,Pierre-Marc Bouchard,MIN,C,"$1,185,000 ",1 (2002),"$1,185,000 "
2002 - 2003,314,Rick Nash,CBJ,LW,"$1,185,000 ",1 (2002),"$1,185,000 "
2002 - 2003,317,Tyson Nash,STL,LW,"$1,175,000 ",1 (2002),"$1,175,000 "
2002 - 2003,318,Fred Brathwaite,STL,G,"$1,155,000 ",1 (2002),"$1,155,000 "
2002 - 2003,319,Chris Tamer,WPG,D,"$1,150,000 ",1 (2002),"$1,150,000 "
2002 - 2003,320,Ales Hemsky,EDM,RW,"$1,130,000 ",1 (2002),"$1,130,000 "
2002 - 2003,320,Alexander Svitov,TBL,C,"$1,130,000 ",1 (2002),"$1,130,000 "
2002 - 2003,320,Dan Blackburn,NYR,G,"$1,130,000 ",1 (2002),"$1,130,000 "
2002 - 2003,320,Ilya Kovalchuk,WPG,LW,"$1,130,000 ",1 (2002),"$1,130,000 "
2002 - 2003,320,Jason Spezza,OTT,C,"$1,130,000 ",1 (2002),"$1,130,000 "
2002 - 2003,320,Stanislav Chistov,ANA,LW,"$1,130,000 ",1 (2002),"$1,130,000 "
2002 - 2003,320,Stephen Weiss,FLA,C,"$1,130,000 ",1 (2002),"$1,130,000 "
2002 - 2003,327,Tim Connolly,BUF,C,"$1,127,500 ",1 (2002),"$1,127,500 "
2002 - 2003,328,Chad Kilger,MTL,RW,"$1,127,360 ",1 (2002),"$1,127,360 "
2002 - 2003,329,Dan Cloutier,VAN,G,"$1,125,000 ",1 (2002),"$1,125,000 "
2002 - 2003,330,Tommy Albelin,NJD,D,"$1,113,260 ",1 (2002),"$1,113,260 "
2002 - 2003,331,Kurt Sauer,ANA,D,"$1,102,000 ",1 (2002),"$1,102,000 "
2002 - 2003,332,Aleksey Morozov,PIT,LW,"$1,100,000 ",1 (2002),"$1,100,000 "
2002 - 2003,332,Denis Gauthier,CGY,D,"$1,100,000 ",1 (2002),"$1,100,000 "
2002 - 2003,332,Erik Rasmussen,LAK,C,"$1,100,000 ",1 (2002),"$1,100,000 "
2002 - 2003,332,Fredrik Olausson,ANA,D,"$1,100,000 ",1 (2002),"$1,100,000 "
2002 - 2003,332,J.P. Dumont,BUF,RW,"$1,100,000 ",1 (2002),"$1,100,000 "
2002 - 2003,332,Marek Malik,VAN,D,"$1,100,000 ",1 (2002),"$1,100,000 "
2002 - 2003,332,Martin Skoula,COL,D,"$1,100,000 ",1 (2002),"$1,100,000 "
2002 - 2003,332,Maxim Afinogenov,BUF,RW,"$1,100,000 ",1 (2002),"$1,100,000 "
2002 - 2003,332,Patric Kjellberg,ANA,RW,"$1,100,000 ",1 (2002),"$1,100,000 "
2002 - 2003,332,Sheldon Souray,MTL,D,"$1,100,000 ",1 (2002),"$1,100,000 "
2002 - 2003,332,Turner Stevenson,NJD,RW,"$1,100,000 ",1 (2002),"$1,100,000 "
2002 - 2003,343,Alexander Frolov,LAK,LW,"$1,075,000 ",1 (2002),"$1,075,000 "
2002 - 2003,343,Alexei Smirnov,ANA,C,"$1,075,000 ",1 (2002),"$1,075,000 "
2002 - 2003,343,Dany Heatley,WPG,RW,"$1,075,000 ",1 (2002),"$1,075,000 "
2002 - 2003,343,Jochen Hecht,BUF,LW,"$1,075,000 ",1 (2002),"$1,075,000 "
2002 - 2003,343,Krystofer Kolanos,ARI,C,"$1,075,000 ",1 (2002),"$1,075,000 "
2002 - 2003,343,Marcel Hossa,MTL,LW,"$1,075,000 ",1 (2002),"$1,075,000 "
2002 - 2003,343,Marian Gaborik,MIN,RW,"$1,075,000 ",1 (2002),"$1,075,000 "
2002 - 2003,343,Mike Cammalleri,LAK,C,"$1,075,000 ",1 (2002),"$1,075,000 "
2002 - 2003,343,Nikita Alexeev,TBL,RW,"$1,075,000 ",1 (2002),"$1,075,000 "
2002 - 2003,343,Rick DiPietro,NYI,G,"$1,075,000 ",1 (2002),"$1,075,000 "
2002 - 2003,343,Scott Hartnell,NSH,LW,"$1,075,000 ",1 (2002),"$1,075,000 "
2002 - 2003,354,David Legwand,NSH,C,"$1,072,500 ",1 (2002),"$1,072,500 "
2002 - 2003,354,Jiri Fischer,DET,D,"$1,072,500 ",1 (2002),"$1,072,500 "
2002 - 2003,354,Robyn Regehr,CGY,D,"$1,072,500 ",1 (2002),"$1,072,500 "
2002 - 2003,354,Vitaly Vishnevski,ANA,D,"$1,072,500 ",1 (2002),"$1,072,500 "
2002 - 2003,358,Matt Johnson,MIN,LW,"$1,058,750 ",1 (2002),"$1,058,750 "
2002 - 2003,359,Andrei Zyuzin,MIN,D,"$1,050,000 ",1 (2002),"$1,050,000 "
2002 - 2003,359,Andrew Brunette,MIN,LW,"$1,050,000 ",1 (2002),"$1,050,000 "
2002 - 2003,359,Jeff Halpern,WSH,C,"$1,050,000 ",1 (2002),"$1,050,000 "
2002 - 2003,359,Kim Johnsson,PHI,D,"$1,050,000 ",1 (2002),"$1,050,000 "
2002 - 2003,363,Jamie Pushor,PIT,D,"$1,045,000 ",1 (2002),"$1,045,000 "
2002 - 2003,364,Branislav Mezei,FLA,D,"$1,025,000 ",1 (2002),"$1,025,000 "
2002 - 2003,364,Daniel Sedin,VAN,LW,"$1,025,000 ",1 (2002),"$1,025,000 "
2002 - 2003,364,Henrik Sedin,VAN,C,"$1,025,000 ",1 (2002),"$1,025,000 "
2002 - 2003,364,Mike Comrie,EDM,C,"$1,025,000 ",1 (2002),"$1,025,000 "
2002 - 2003,364,Mike Van Ryn,FLA,D,"$1,025,000 ",1 (2002),"$1,025,000 "
2002 - 2003,364,Oleg Saprykin,CGY,LW,"$1,025,000 ",1 (2002),"$1,025,000 "
2002 - 2003,364,Ryan Miller,BUF,G,"$1,025,000 ",1 (2002),"$1,025,000 "
2002 - 2003,364,Sergei Zholtok,MIN,C,"$1,025,000 ",1 (2002),"$1,025,000 "
2002 - 2003,364,Steve McCarthy,CHI,D,"$1,025,000 ",1 (2002),"$1,025,000 "
2002 - 2003,364,Taylor Pyatt,BUF,LW,"$1,025,000 ",1 (2002),"$1,025,000 "
2002 - 2003,374,Anton Volchenkov,OTT,D,"$1,000,000 ",1 (2002),"$1,000,000 "
2002 - 2003,374,Brenden Morrow,DAL,LW,"$1,000,000 ",1 (2002),"$1,000,000 "
2002 - 2003,374,Georges Laraque,EDM,RW,"$1,000,000 ",1 (2002),"$1,000,000 "
2002 - 2003,374,Jeff Finley,STL,D,"$1,000,000 ",1 (2002),"$1,000,000 "
2002 - 2003,374,Jordan Leopold,CGY,D,"$1,000,000 ",1 (2002),"$1,000,000 "
2002 - 2003,374,Martin St. Louis,TBL,RW,"$1,000,000 ",1 (2002),"$1,000,000 "
2002 - 2003,374,Mattias Timander,NYI,D,"$1,000,000 ",1 (2002),"$1,000,000 "
2002 - 2003,374,Patrik Stefan,WPG,C,"$1,000,000 ",1 (2002),"$1,000,000 "
2002 - 2003,374,Paul Mara,ARI,D,"$1,000,000 ",1 (2002),"$1,000,000 "
2002 - 2003,374,Scott Pellerin,ARI,LW,"$1,000,000 ",1 (2002),"$1,000,000 "
2002 - 2003,374,Steve Thomas,ANA,RW,"$1,000,000 ",1 (2002),"$1,000,000 "
2002 - 2003,374,Vitali Yachmenev,NSH,LW,"$1,000,000 ",1 (2002),"$1,000,000 "
2002 - 2003,386,Jonathan Girard,BOS,D,"$990,000 ",1 (2002),"$990,000 "
2002 - 2003,387,Brad Ference,ARI,D,"$975,000 ",1 (2002),"$975,000 "
2002 - 2003,387,Brad Richards,TBL,C,"$975,000 ",1 (2002),"$975,000 "
2002 - 2003,387,Bryan Allen,VAN,D,"$975,000 ",1 (2002),"$975,000 "
2002 - 2003,387,Jason Marshall,MIN,D,"$975,000 ",1 (2002),"$975,000 "
2002 - 2003,387,Justin Williams,PHI,RW,"$975,000 ",1 (2002),"$975,000 "
2002 - 2003,387,Mark Bell,CHI,LW,"$975,000 ",1 (2002),"$975,000 "
2002 - 2003,387,Sheldon Keefe,TBL,RW,"$975,000 ",1 (2002),"$975,000 "
2002 - 2003,394,Olli Jokinen,FLA,C,"$968,000 ",1 (2002),"$968,000 "
2002 - 2003,395,Mathieu Biron,FLA,D,"$962,500 ",1 (2002),"$962,500 "
